Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location
"Visit And Buy This 1250 Sq Ft Flat In Double Mooring, 28 No. Pathantooly Ward",3,3,3,vacant,1250,chattogram,"৳6,950,000","28 No. Pathantooly Ward, Double Mooring"
A Well-constructed 1530 Sq Ft Flat Is For Sale In Mehidibag,3,3,6,vacant,1530,chattogram,"৳12,300,000","Mehidibag, 15 No. Bagmoniram Ward"
This 1847 Sq Ft Apartment With A Peaceful Environment Is Ready For Sale In Muradpur,3,3,5,vacant,1847,chattogram,"৳12,000,000","CDA Avenue, Muradpur"
This 1500 Sq Ft Flat For Sale In Chadra Nagar Which Can Be Your Next Destination,3,3,1,vacant,1500,chattogram,"৳8,500,000","Chadra Nagar, Bayazid"
A Well Defined Commercial Office Of 1950 Sq Ft In South Kattali Is Available For Sale,,,2,vacant,1950,chattogram,"৳14,625,000","Port Connecting Road, 11 No. South Kattali Ward"
Seal The Deal Of Buying This 1300 Sq Ft Flat In Jamal Khan,3,3,1,vacant,1300,chattogram,"৳10,000,000","Ashkar Dighir Par, Jamal Khan"
"1330 Sq Ft Apartment To Sale In Jamal Khan, Ashkar Dighir Par",3,3,1,vacant,1330,chattogram,"৳10,000,000","Ashkar Dighir Par, Jamal Khan"
"2 Katha Plot Is Ready Up For Sale In 4 No Chandgaon Ward, Shamsher Para",,,,vacant,1440,chattogram,"৳8,000,000","Shamsher Para, 4 No Chandgaon Ward"
3 Katha Residential Plot Is Ready For Sale In 4 No Chandgaon Ward,,,,vacant,2160,chattogram,"৳18,000,000","Shamsher Para, 4 No Chandgaon Ward"
We Are Recommending You To Buy This 256 Sq Ft Ready Shop In Nandan Kanan,,,,vacant,256,chattogram,"৳25,000,000","Nandan Kanan, 22 No. Enayet Bazaar Ward"
At 12 No. Sarai Para Ward A 1510 Square Feet Residential Apartment For Sale .,3,3,3,vacant,1510,chattogram,"৳5,285,000","12 No. Sarai Para Ward, Double Mooring"
1410 Sq Ft Ready Apartment Is Up For Sale In East Nasirabad,3,3,1,vacant,1410,chattogram,"৳8,000,000","Govt Girls High School Road, East Nasirabad"
Buy This 1460 Sq Ft Flat For Sale In Bayazid,3,3,1,vacant,1460,chattogram,"৳7,000,000","Green Valley, Bayazid"
In An Urban Location This 4 Bedroom Home Is Vacant For Sale In Hill View R/A-Block A.,4,4,4,vacant,2500,chattogram,"৳12,200,000","Hill View R/A, Bayazid"
Fairly Spacious Apartment Of 2200 Sq Ft Is Ready For Sale n 15 No. Bagmoniram Ward,3,3,2,vacant,2200,chattogram,"৳19,000,000","Mohammed Ali Road, 15 No. Bagmoniram Ward"
In Korbanganj A Shop Is Up For Sale Near Korbanganj Jame Masjid,,,1,vacant,84,chattogram,"৳1,250,000","Korbanigonj, Kotwali"
At Terry Bazar This 200 Square Feet Commercial Shop For Sale,,,2,vacant,200,chattogram,"৳4,800,000","Dewan Bazar, Bakalia"
Bakalia Is Giving You A 200 Sq Ft Shop For Sale,,,2,vacant,200,chattogram,"৳4,800,000","Dewan Bazar, Bakalia"
240 Square Feet Commercial Shop For Sale At Terry Bazar.,,,2,vacant,240,chattogram,"৳5,760,000","Dewan Bazar, Bakalia"
Buy This 240 Sq Ft Shop At Bakalia,,,2,vacant,240,chattogram,"৳5,760,000","Dewan Bazar, Bakalia"
Check Out This 200 Sq Ft Shop Ready To Sale At Bakalia,,,1,vacant,200,chattogram,"৳5,000,000","Dewan Bazar, Bakalia"
A Convenient 1000 Sq Ft Residential Flat Is Prepared To Be Sold At South Bakalia,3,3,4,vacant,1000,chattogram,"৳5,000,000","19 No. South Bakalia Ward, Bakalia"
In Chandgaon Nearby Chattogram International Medical College &amp; Hospital A 120 Sq.Ft Shop Is Ready And Vacant For Sale.,,,1,vacant,120,chattogram,"৳2,160,000","Chand Mia Road, 4 No Chandgaon Ward"
Acquire This 130 Sq.Ft Shop Which Is Up For Sale In Chandgaon Near Chattogram International Medical College &amp; Hospital,,,1,vacant,130,chattogram,"৳2,340,000","Chand Mia Road, 4 No Chandgaon Ward"
In The Location Of No West Bakalia An Excellent Flat Of 1300 Sq Ft Is Waiting For Sale,3,3,1,vacant,1300,chattogram,"৳8,000,000","17 No West Bakalia Ward, Bakalia"
Apartment For Sale In Chasma Hill R/a Nearby Jamuna Bank Limited,3,3,5,vacant,1500,chattogram,"৳6,000,000","Chasma Hill R/A, 7 No. West Sholoshohor Ward"
Beautifully Decorated Flat Covering An Area Of 1570 Sq Ft Is Available For Sale In East Bakalia Ward,3,3,6,vacant,1570,chattogram,"৳6,280,000","18 No. East Bakalia Ward, Bakalia"
1435 Square Feet-3 Bedroom Apartment For Sales At Bakalia Close To Moor Ali Baper Jame Masjid,3,3,6,vacant,1435,chattogram,"৳5,740,000","18 No. East Bakalia Ward, Bakalia"
In The Beautiful Neighborhood In Kalamia Bazar A 1335 Sq.Ft Flat Is Up For Sale,3,3,6,vacant,1335,chattogram,"৳5,340,000","18 No. East Bakalia Ward, Bakalia"
A Strongly Structured Apartment Of 1570 Sq Ft Is Available For Sale In Kalamia Bazar,3,3,4,vacant,1570,chattogram,"৳6,280,000","18 No. East Bakalia Ward, Bakalia"
1570 Sq.ft Apartment Ready For Sales At Kalamia Bazar Near Ajijia Islamia Jameh Mosjid,3,3,2,vacant,1570,chattogram,"৳6,280,000","18 No. East Bakalia Ward, Bakalia"
"1335 Square Feet Apartment Ready For Sales At Kalamia Bazar ,Bakalia .",3,3,5,vacant,1335,chattogram,"৳5,340,000","18 No. East Bakalia Ward, Bakalia"
A well-constructed 1325 SQ FT flat is for sale in 18 No. East Bakalia Ward,3,3,4,vacant,1325,chattogram,"৳5,900,000","18 No. East Bakalia Ward, Bakalia"
A Shop Is Up For Sale In Mohara Near Kazirhat Post office,,,,vacant,104,chattogram,"৳2,184,000","Mohara, 4 No Chandgaon Ward"
A Shop Nearer To Darul Ma&#039;arif Al Islamia Jame Masjid Is Available For Sale In 4 No Chandgaon Ward,,,1,vacant,124,chattogram,"৳2,232,000","Chand Mia Road, 4 No Chandgaon Ward"
"Come To Visit This Shop In Chandgaon Ward, That Is Available For Sale",,,1,vacant,159,chattogram,"৳2,862,000","Chand Mia Road, 4 No Chandgaon Ward"
Apartment for sale in Bakalia close to Bakalia High School,3,3,3,vacant,1471,chattogram,"৳6,100,000","17 No West Bakalia Ward, Bakalia"
Flat For Sale Covering A Beautiful Area In Chand Mia Road Nearby Chattagram International Medical College &amp; Hospital,3,3,6,vacant,1625,chattogram,"৳7,512,500","Chand Mia Road, 4 No Chandgaon Ward"
"At Bayazid, Flat For Sale Close To Bayazid Thana",3,3,1F,vacant,1313,chattogram,"৳6,500,000","Chadra Nagar, Bayazid"
Residential Building For Sale In Lal Khan Bazaar Near CDA Avenue Mosque,21,10,1,vacant,24000,chattogram,"৳60,000,000","CDA Avenue, Lal Khan Bazaar"
View This 1422 Sq Ft Apartment To Sale In Bakalia,3,3,9,vacant,1422,chattogram,"৳9,811,800","Dewan Bazar, Bakalia"
Checkout This 1433 Sq Ft Apartment For Sale In Bakalia,3,3,2,vacant,1433,chattogram,"৳9,887,700","Dewan Bazar, Bakalia"
Buy This 1440 Sq Ft Apartment In Bakalia,3,3,2,vacant,1440,chattogram,"৳9,936,000","Dewan Bazar, Bakalia"
"1510 Sq Ft Apartment For Sale In Bakalia, Dewan Bazar",3,4,1,vacant,1510,chattogram,"৳10,419,000","Dewan Bazar, Bakalia"
This 1744 Sq Ft Apartment With A Friendly Neighborhood Is Ready For Sale In 4 No Chandgaon Ward,3,3,7,vacant,1744,chattogram,"৳12,000,000","Chand Mia Road, 4 No Chandgaon Ward"
1924 Sq Ft Spacious Apartment For Sale In 22 No. Enayet Bazaar Ward,3,3,7,vacant,1924,chattogram,"৳19,500,000","Enayet Bazar Road, 22 No. Enayet Bazaar Ward"
"Buy This 1500 Sq Ft Flat In 15 No. Bagmoniram Ward, Bayazid Bostami Road",3,3,8,vacant,1500,chattogram,"৳12,000,000","Bayazid Bostami Road, 15 No. Bagmoniram Ward"
1644 Sq Ft Ready Apartment Is Available For Sale At Sholokbahar,3,3,2,vacant,1644,chattogram,"৳9,864,000","Al-Madani Road, Sholokbahar"
"We Bring You A Nice Residence Of 1800 Sq Ft, For Sale In Bagmoniram Ward",3,4,3,vacant,1800,chattogram,"৳13,000,000","Badshah Miah Chowdhury Road, 15 No. Bagmoniram Ward"
A 1700 Sq Ft Well Fitted Residential Property Is On Sale In Chandgaon R/a,3,3,8,vacant,1700,chattogram,"৳8,000,000","Chandgaon Residential Area, 4 No Chandgaon Ward"
An Affordable 1050 Sq Ft Flat Is Ready For Sale At Chawk Bazaar Ward,2,2,14,vacant,1050,chattogram,"৳6,000,000","Chawk Bazar, 16 No. Chawk Bazaar Ward"
Deal With This 1760 Sq Ft Ready Apartment Up For Sale In Muradpur,3,4,3,vacant,1760,chattogram,"৳13,120,000","Nasirabad Housing Society, Muradpur"
900 Sq Ft Flat With 2 Bedrooms Is For sale At Bayazid,2,2,7,vacant,900,chattogram,"৳5,000,000","Bangladesh Co-operative Housing Society, Bayazid"
"Buy This 1800 Sq Ft Flat In Panchlaish, Sugandha Residential Area",3,3,6,vacant,1800,chattogram,"৳15,824,000","Sugandha Residential Area, Panchlaish"
1012 Sq Ft Flat Is Available For Sale In 11 No. South Kattali Ward,3,3,3,vacant,1012,chattogram,"৳4,400,000","Port Connecting Road, 11 No. South Kattali Ward"
"At Sholokbahar, A 1200 Sq Ft Well Fitted Residential Property Is For Sale Next To Doctors Hospital.",3,3,1,vacant,1200,chattogram,"৳6,000,000","Abdul Hamid Road, Sholokbahar"
"Buy This 1720 Sq Ft Ready Apartment In Sholokbahar, Abdul Hamid Road",3,3,1,vacant,1720,chattogram,"৳7,880,000","Abdul Hamid Road, Sholokbahar"
A Newly Constructed Apartment In Lal Khan Bazaar Is Available For Sale Which Is 1275 Sq Ft,3,3,3,vacant,1275,chattogram,"৳7,393,750","Hill Side Residential Area, Lal Khan Bazaar"
A well-constructed 978 SQ FT flat is ready to sale in North Kattali,2,2,3,vacant,978,chattogram,"৳5,500,000","Colonel Hat, 10 No. North Kattali Ward"
A Commercial Floor Is For Sale In Bagmoniram Nearby Jame Masjid,,,6,vacant,2500,chattogram,"৳25,000,000","O. R. Nizam Road, 15 No. Bagmoniram Ward"
Buy This 1545 Sq Ft Flat In 9 No. North Pahartali Ward,3,3,8,vacant,1545,chattogram,"৳7,725,000","West Khulshi R/A, 9 No. North Pahartali Ward"
Nice 1739 Sq Ft Apartment Is Available For Sale In West Khulshi R/a,3,3,3,vacant,1739,chattogram,"৳8,695,000","West Khulshi R/A, 9 No. North Pahartali Ward"
Strongly Constructed 1175 Sq Ft Home Is Available For Sale In 9 No. North Pahartali Ward,3,3,3,vacant,1175,chattogram,"৳5,875,000","West Khulshi R/A, 9 No. North Pahartali Ward"
Offering You 1175 Sq Ft Flat For Sale In West Khulshi R/a,3,3,4,vacant,1175,chattogram,"৳5,875,000","West Khulshi R/A, 9 No. North Pahartali Ward"
1336 Sq Ft Serene Flat For Sale In 9 No. North Pahartali Ward,3,3,4,vacant,1336,chattogram,"৳8,000,000","West Khulshi R/A, 9 No. North Pahartali Ward"
2000 SQ FT flat is now Vacant for sale in 15 No. Bagmoniram Ward,3,3,1,vacant,2000,chattogram,"৳16,000,000","Amirbag Residential Area, 15 No. Bagmoniram Ward"
An Affordable 3 Bedroom Apartment Is Up For sell In West Khulshi R/A.,3,3,1,vacant,1593,chattogram,"৳7,646,400","West Khulshi R/A, 9 No. North Pahartali Ward"
We Have A 1699 Sq.Ft Flat For Sale In West Khulshi R/A .,3,3,1,vacant,1699,chattogram,"৳8,155,200","West Khulshi R/A, 9 No. North Pahartali Ward"
Apartment For Sale In Zakir Hossain Road Nearby Chattogram Diabetic General Hospital,3,3,4,vacant,1420,chattogram,"৳7,810,000","West Khulshi, 9 No. North Pahartali Ward"
Welcome You To The Apartment Place In Kotwali That Is Ready For Sale,3,3,5,vacant,1350,chattogram,"৳6,700,000","Patharghata, Kotwali"
1801 SQ FT flat is now for sale which is in East Nasirabad,3,3,1,vacant,1801,chattogram,"৳14,817,700","C & B Colony, East Nasirabad"
Find Your Place In A 1390 Sq Ft Structurally Well Built Home For Sale In Panchlaish,3,3,3,vacant,1390,chattogram,"৳11,000,000","Katalgonj, Panchlaish"
A 2 Bedrooms Residential Apartment For Sale At Bayazid Bostami Road .,2,2,4,vacant,1000,chattogram,"৳8,000,000","Bayazid Bostami Road, 15 No. Bagmoniram Ward"
At Bayazid Bostami Road A 1000 Square Ft. Residential Apartment For Sale .,2,2,3,vacant,1000,chattogram,"৳8,000,000","Bayazid Bostami Road, 15 No. Bagmoniram Ward"
This Very New Nice Flat Of 1250 Sq Ft Is Up For Sale In Double Mooring,3,3,5,vacant,1250,chattogram,"৳6,950,000","28 No. Pathantooly Ward, Double Mooring"
Let Us Show You This 3400 Sq Ft Office Area For Sale In 28 No. Pathantooly Ward,,,2,vacant,3400,chattogram,"৳19,400,000","28 No. Pathantooly Ward, Double Mooring"
Set Up Your New Office In The Location Of Bahaddarhat Nearby Agrani Bank Limited For Sale.,,,4,vacant,444,chattogram,"৳11,988,000","CDA Avenue, Sholokbahar"
See This Office Space Of 150 Sq.Ft Is For Sale Located In Chandgaon Near Bahaddarhat Jame Mosque.,,,4,vacant,150,chattogram,"৳3,700,000","CDA Avenue, Sholokbahar"
A Shop Is Up For Sale In Chandgaon Near Bahaddarhat Kacha Bazar,,,5,vacant,130,chattogram,"৳3,380,000","CDA Avenue, Sholokbahar"
Acquire This Shop Which Is Up For Sale In Chandgaon Near Hoque Super Market,,,5,vacant,175,chattogram,"৳4,550,000","CDA Avenue, Sholokbahar"
135 Square Feet Commercial Shop Is Ready For Sale At South Khulshi,,,4,vacant,135,chattogram,"৳6,000,000","South Khulshi, Khulshi"
"Well Developed And Nicely Planned 1225 Sq Ft Flat Is Up For Sale In Chatogram, Near National Hospital Pvt. Ltd.",3,3,7,vacant,1225,chattogram,"৳9,500,000","Nasirabad, 15 No. Bagmoniram Ward"
Seal The Deal Of Buying This 1300 Sq Ft Flat In Jamal Khan,3,3,1,vacant,1300,chattogram,"৳10,000,000","Ashkar Dighir Par, Jamal Khan"
"1330 Sq Ft Apartment To Sale In Jamal Khan, Ashkar Dighir Par",3,3,1,vacant,1330,chattogram,"৳10,000,000","Ashkar Dighir Par, Jamal Khan"
"2 Katha Plot Is Ready Up For Sale In 4 No Chandgaon Ward, Shamsher Para",,,,vacant,1440,chattogram,"৳8,000,000","Shamsher Para, 4 No Chandgaon Ward"
3 Katha Residential Plot Is Ready For Sale In 4 No Chandgaon Ward,,,,vacant,2160,chattogram,"৳18,000,000","Shamsher Para, 4 No Chandgaon Ward"
Verify This 10 Katha Plot Ready For Sale At 4 No Chandgaon Ward,,,,vacant,7200,chattogram,"৳80,000,000","Shamsher Para, 4 No Chandgaon Ward"
125 Sq Ft Shop For Sale In 9 No. North Pahartali Ward,,,3,vacant,125,chattogram,"৳4,375,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
110 Sq Feet Shop Area Is Up For Sale In 9 No. North Pahartali Ward,,,3,vacant,110,chattogram,"৳3,850,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
"3 Bedroom Residential Apartment Is Up For Sale In 25 No. Rampur Ward, Double Mooring",3,3,1,vacant,1550,chattogram,"৳7,750,000","25 No. Rampur Ward, Double Mooring"
Buy This 120 Sq Ft Shop In 9 No. North Pahartali Ward,,,3,vacant,120,chattogram,"৳4,200,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
110 Square Feet Commercial Shop For Sale At 9 No. North Pahartali Ward,,,3,vacant,110,chattogram,"৳3,850,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
This 120 Sq Ft Shop Space For Sale Is Assuring You A Great Business Environment Right In 9 No. North Pahartali Ward,,,3,vacant,120,chattogram,"৳4,200,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
9 No. North Pahartali Ward Is Highlighting A 110 Square Feet Standard Shop Space For Sale,,,2,vacant,110,chattogram,"৳3,850,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
This Shop Space Of 115 Sq Ft Is Lucrative Enough For Your Next Business Venture In 9 No. North Pahartali Ward,,,2,vacant,115,chattogram,"৳4,025,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
Modest Apartment For Property Seekers | 1426 Sq Ft Flat Is For Sale In Halishahar Housing Estate -Block H.,3,3,8,vacant,1426,chattogram,"৳7,130,000","26 No. North Halishahar Ward, Halishahar"
"A 14528 Sq Ft Commercial Space Is Available For Sale Which Is Located In 28 No. Pathantooly Ward, Double Mooring",,,3,vacant,14528,chattogram,"৳363,200,000","28 No. Pathantooly Ward, Double Mooring"
Close To Al-Haj Yakub Ali Girls High School &amp; College A 1550 Square Feet Residential Apartment For Sale,3,3,3,vacant,1550,chattogram,"৳7,750,000","25 No. Rampur Ward, Double Mooring"
9 No. North Pahartali Ward Is Offering You A 115 Sq Ft Commercial Shop Ready For Sale,,,1,vacant,115,chattogram,"৳4,025,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
125 Sq Ft Shop For Sale At 9 No. North Pahartali Ward.,,,1,vacant,125,chattogram,"৳4,375,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
"125 Sq Ft Commercial Shop For Sale At 9 No. North Pahartali Ward, With Efficient Commercial Amenities",,,,vacant,125,chattogram,"৳3,750,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
112 Sq Ft Shop Is Up For Sale In 9 No. North Pahartali Ward,,,,vacant,112,chattogram,"৳3,920,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
"125 Sq Ft Shop For Sale In An Affordable Price, Right In 9 No. North Pahartali Ward",,,,vacant,125,chattogram,"৳3,750,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
"Buy This 115 Sq Ft Shop In 9 No. North Pahartali Ward, To Invest In Your Shop Business",,,,vacant,115,chattogram,"৳4,025,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
102 Sq Ft Shop For Sale In A Booming Location Of 9 No. North Pahartali Ward,,,,vacant,102,chattogram,"৳3,570,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
Delightful Commercial Shop Is Up For Sale In 9 No. North Pahartali Ward,,,,vacant,110,chattogram,"৳3,800,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
1200 Sq Ft Flat For Sale In 9 No. North Pahartali Ward,3,3,4,vacant,1200,chattogram,"৳5,200,000","Akbarshah Railway Colony, 9 No. North Pahartali Ward"
See This 1200 Sq Ft Apartment For Sale Is All Set For You In 33 No. Firingee Bazaar Ward,3,3,2,vacant,1200,chattogram,"৳6,000,000","Yakub Nagar Road, 33 No. Firingee Bazaar Ward"
"We Are Happy To Presents This 129 Sq Ft Fitted Shop Located In Kazirhat, Mohara For Sale",,,,vacant,129,chattogram,"৳3,225,000","Mohara, 4 No Chandgaon Ward"
See This 1428 Sq Ft Apartment For Sale Is All Set For You In Sabujbag,3,3,5,vacant,1428,chattogram,"৳4,998,000","Sabujbag, Halishahar"
Get Comfortable In A Nice Flat For Sale In North Pahartali Nearby Masjid E Quba,3,3,4,vacant,1400,chattogram,"৳7,800,000","Rose Valley Residential Area, 9 No. North Pahartali Ward"
A 1500 Sq.Ft -3 Bedroom Residential Apartment For Sale At 24 No. North Agrabad Ward,3,2,5,vacant,1500,chattogram,"৳6,000,000","24 No. North Agrabad Ward, Double Mooring"
In The Beautiful Neighborhood In Agrabad Housing Residential Area A 1135 Square Feet Flat Is Up For Sale .,3,3,3,vacant,1135,chattogram,"৳3,800,000","24 No. North Agrabad Ward, Double Mooring"
3 Bedroom And 3 Bathroom Apartment For Sale In South Agrabad.,3,3,2,vacant,1300,chattogram,"৳7,150,000","South Agrabad, Double Mooring"
Ready 1550 Sq Ft Flat Is Now For Sale In Double Mooring,3,3,2,vacant,1550,chattogram,"৳9,335,000","South Agrabad, Double Mooring"
A 1550 Square Feet Apartment For Sale Is All Set For You In South Agrabad .,3,3,1,vacant,1550,chattogram,"৳9,335,000","South Agrabad, Double Mooring"
Flat For Sale At 24 No. North Agrabad Ward Near Hamidia Jame Masjid,3,5,1,vacant,2000,chattogram,"৳6,000,000","24 No. North Agrabad Ward, Double Mooring"
An Apartment Which Is Up For Sale At Chandgaon Near To Shabanghata Jame Moshzid,3,3,9,vacant,1536,chattogram,"৳5,683,200","Bahaddarhat, 4 No Chandgaon Ward"
1550 SFT Apartment For Sale In Chandgaon Residential Area,3,3,9,vacant,1550,chattogram,"৳6,500,000","Chandgaon Residential Area, 4 No Chandgaon Ward"
Evaluate This 8000 Sq Ft Full Building Up For Sale At Bayazid,22,10,1,vacant,8000,chattogram,"৳29,500,000","Oxygen, Bayazid"
Visit This 150 Sq Ft Commercial Shop For Sale In Kazirhat,,,1,vacant,150,chattogram,"৳3,300,000","Mohara, 4 No Chandgaon Ward"
Take a Look at This 146 Sq Ft shop for sale in Chandgaon,,,1,vacant,146,chattogram,"৳2,920,000","Mohara, 4 No Chandgaon Ward"
Take a Look at This 118 Sq Ft shop for sale in Chandgaon,,,1,vacant,118,chattogram,"৳2,360,000","Mohara, 4 No Chandgaon Ward"
This 2 Bedroom Flat In Cosmopolitan R/A With A Convenient Price Is Up For Sale,2,2,4,vacant,1120,chattogram,"৳6,720,000","Cosmopolitan R/A, 7 No. West Sholoshohor Ward"
Visit This 1480 Sq Ft Flat For Sale In Pahartali,3,3,2,vacant,1480,chattogram,"৳6,660,000","12 No. Sarai Para Ward, Double Mooring"
"This 1685 Sq Ft Apartment To Sale In Ghat Farhat Beg, Bakalia",3,3,2,vacant,1685,chattogram,"৳9,267,500","Dewan Bazar, Bakalia"
"1500 Sq Ft Apartment To Sale In Khalifa Potty, Bakalia",3,3,1,vacant,1500,chattogram,"৳8,250,000","Dewan Bazar, Bakalia"
1685 Sq Ft Apartment To Sale In Bakalia Near Majid Sawdagor Masjid,3,3,1,vacant,1685,chattogram,"৳9,267,500","Dewan Bazar, Bakalia"
1250 Sq Ft Flat Is Now To Sell Which Is In Double Mooring Near To Dbbl Atm,3,3,4,vacant,1250,chattogram,"৳5,000,000","12 No. Sarai Para Ward, Double Mooring"
"Lovely Apartment Of 1262 Sq Ft Is Up For Sale In Dewan Bazar, Bakalia",3,3,7,vacant,1262,chattogram,"৳5,679,000","Dewan Bazar, Bakalia"
"An Amazing 1302 Sq Ft Apartment Is Up For Sale And All Set For You To Settle In Bakalia, Chattogram",3,3,7,vacant,1302,chattogram,"৳5,859,000","Dewan Bazar, Bakalia"
